ko	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24
K09763	40.0	30.0	150.0	85.0	6.0	190.0	2.0	38.0	24.0	47.0	134.0	188.0	95.0	215.0	119.0	350.0	7.0	57.0	200.0	190.0	223.0	218.0	111.0	51.0	87.0
K09767	36.0	33.0	25.0	32.0	37.0	30.0	42.0	48.0	41.0	29.0	26.0	30.0	29.0	25.0	27.0	17.0	40.0	35.0	23.0	26.0	30.0	17.0	30.0	33.0	38.0
K09768	458.0	524.0	75.0	203.0	577.0	155.0	640.0	269.0	367.0	443.0	276.0	107.0	221.0	43.0	155.0	158.0	275.0	344.0	221.0	82.0	4.0	29.0	197.0	380.0	308.0
K09771	137.0	95.0	73.0	258.0	119.0	66.0	4.0	17.0	308.0	145.0	404.0	31.0	376.0	86.0	18.0	226.0	159.0	281.0	382.0	109.0		27.0	130.0	40.0	412.0
K09772	40.0	44.0	181.0	103.0	7.0	211.0	6.0	83.0	45.0	41.0	226.0	196.0	140.0	212.0	145.0	598.0	25.0	83.0	329.0	273.0	263.0	252.0	158.0	88.0	131.0
K09774	10.0	15.0		2.0	13.0	4.0	17.0		4.0	6.0	1.0	1.0	1.0					3.0	2.0	1.0		2.0	2.0	8.0	4.0
K09775	13.0	6.0	35.0	28.0	5.0	54.0	1.0	16.0	5.0	9.0	35.0	48.0	28.0	60.0	36.0	104.0	4.0	16.0	50.0	47.0	67.0	55.0	39.0	13.0	36.0
K09777	15.0	5.0	92.0	29.0	6.0	66.0	2.0	2.0	3.0	16.0	8.0	101.0	21.0	115.0	56.0	2.0	2.0	2.0	10.0	59.0	95.0	97.0	74.0	9.0	8.0
K09780	818.0	987.0	245.0	467.0	947.0	396.0	1142.0	502.0	687.0	900.0	745.0	271.0	559.0	180.0	368.0	685.0	491.0	693.0	603.0	319.0	142.0	168.0	456.0	667.0	765.0
K09781	173.0	202.0	30.0	82.0	179.0	64.0	195.0	98.0	120.0	182.0	87.0	31.0	80.0	20.0	57.0	37.0	132.0	141.0	82.0	40.0	2.0	16.0	81.0	157.0	111.0
K09790	104.0	80.0	93.0	283.0	104.0	79.0	3.0	318.0	318.0	119.0	292.0	74.0	288.0	65.0	140.0	166.0	380.0	267.0	249.0	144.0	9.0	47.0	148.0	251.0	265.0
K09791	570.0	683.0	69.0	197.0	643.0	182.0	775.0	275.0	356.0	571.0	188.0	105.0	180.0	36.0	202.0	131.0	292.0	339.0	169.0	86.0	12.0	28.0	205.0	432.0	253.0
K09792	24.0	20.0	8.0	17.0	19.0	6.0	18.0	13.0	23.0	18.0	10.0	6.0	12.0	1.0	8.0	5.0	30.0	19.0	13.0	7.0			13.0	19.0	16.0
K09794	16.0	5.0	81.0	122.0	15.0	46.0	2.0	365.0	125.0	20.0	8.0	38.0	48.0	1.0	158.0	4.0	247.0	112.0	15.0	58.0	8.0	28.0	72.0	196.0	3.0
K09796	956.0	1238.0	167.0	447.0	1140.0	357.0	1283.0	556.0	744.0	892.0	542.0	257.0	509.0	78.0	419.0	299.0	579.0	702.0	455.0	198.0	19.0	67.0	441.0	834.0	686.0
K09797	1.0									1.0				1.0					1.0						
K09798	77.0	49.0	48.0	175.0	68.0	48.0	1.0	185.0	235.0	71.0	201.0	33.0	185.0	31.0	85.0	105.0	207.0	194.0	177.0	77.0	7.0	23.0	91.0	118.0	232.0
K09801	280.0	313.0	85.0	181.0	319.0	119.0	333.0	239.0	281.0	313.0	244.0	83.0	263.0	50.0	141.0	152.0	248.0	297.0	202.0	89.0	5.0	32.0	160.0	261.0	275.0
K09806	498.0	579.0	112.0	279.0	599.0	192.0	660.0	309.0	442.0	499.0	323.0	132.0	288.0	63.0	191.0	173.0	389.0	451.0	234.0	136.0	9.0	45.0	250.0	447.0	363.0
K09811	7.0	5.0	4.0	29.0	8.0	7.0		34.0	31.0	8.0	19.0	6.0	30.0	3.0	16.0	15.0	36.0	22.0	19.0	16.0	4.0	3.0	16.0	17.0	35.0
K09823	17.0	6.0	20.0	39.0	13.0	11.0		41.0	37.0	16.0	49.0	10.0	45.0	8.0	14.0	19.0	41.0	39.0	40.0	17.0	1.0	6.0	23.0	19.0	37.0
K09834	42.0	4.0	108.0	33.0	5.0	83.0	2.0	4.0	1.0	14.0	6.0	103.0	21.0	136.0	53.0		5.0	8.0	10.0	73.0	117.0	110.0	57.0	8.0	12.0
K09858	119.0	149.0	14.0	31.0	124.0	33.0	192.0	24.0	51.0	115.0	35.0	19.0	26.0	6.0	33.0	21.0	31.0	57.0	30.0	15.0		6.0	33.0	80.0	54.0
K09860	116.0	128.0	42.0	129.0	165.0	62.0	134.0	49.0	200.0	159.0	230.0	36.0	202.0	40.0	38.0	146.0	129.0	163.0	183.0	52.0	3.0	23.0	95.0	104.0	249.0
K09861	1552.0	1909.0	277.0	834.0	1909.0	596.0	2302.0	1000.0	1284.0	1591.0	987.0	395.0	823.0	146.0	643.0	559.0	1057.0	1142.0	844.0	374.0	21.0	118.0	737.0	1339.0	1052.0
K09862	53.0	28.0	59.0	132.0	42.0	52.0		236.0	189.0	67.0	137.0	43.0	156.0	32.0	97.0	81.0	207.0	146.0	141.0	78.0	10.0	29.0	92.0	150.0	144.0
K09888	45.0	71.0	38.0	57.0	87.0	45.0	105.0	184.0	90.0	63.0	14.0	29.0	33.0	1.0	87.0	3.0	139.0	65.0	11.0	24.0	5.0	14.0	50.0	136.0	19.0
K09889	114.0	144.0	18.0	56.0	124.0	43.0	136.0	37.0	75.0	110.0	68.0	23.0	82.0	20.0	25.0	51.0	64.0	94.0	62.0	32.0	4.0	8.0	38.0	75.0	109.0
K09890	9.0	5.0	50.0	86.0	6.0	25.0		254.0	70.0	11.0	7.0	41.0	29.0	1.0	103.0		181.0	67.0	12.0	31.0	7.0	16.0	47.0	124.0	2.0
K09891	54.0	35.0	48.0	136.0	37.0	42.0	1.0	146.0	162.0	58.0	151.0	40.0	160.0	22.0	70.0	69.0	191.0	119.0	138.0	61.0	6.0	23.0	70.0	96.0	138.0
K09893	23.0	21.0	13.0	54.0	17.0	14.0		60.0	53.0	19.0	50.0	12.0	80.0	16.0	20.0	35.0	52.0	60.0	70.0	31.0	1.0	11.0	34.0	34.0	72.0
K09894	1.0				1.0			1.0	2.0	3.0	2.0		3.0			1.0		1.0					1.0	1.0	4.0
K09897	81.0	68.0	44.0	170.0	79.0	47.0		15.0	240.0	106.0	313.0	28.0	278.0	56.0	12.0	156.0	112.0	189.0	252.0	79.0		18.0	82.0	35.0	301.0
K09898	53.0	42.0	70.0	155.0	64.0	46.0		211.0	235.0	67.0	168.0	59.0	197.0	32.0	116.0	94.0	244.0	179.0	153.0	75.0	5.0	42.0	94.0	143.0	195.0
K09899	2.0		4.0	2.0	1.0	3.0		2.0		2.0	5.0		2.0	2.0		2.0	1.0	2.0	2.0	3.0				2.0	7.0
K09902	412.0	478.0	90.0	225.0	510.0	170.0	581.0	305.0	350.0	429.0	288.0	120.0	228.0	41.0	216.0	139.0	296.0	379.0	202.0	93.0	18.0	42.0	219.0	384.0	353.0
K09903	220.0	281.0	185.0	194.0	254.0	232.0	255.0	218.0	219.0	251.0	333.0	197.0	254.0	176.0	198.0	487.0	175.0	237.0	345.0	264.0	219.0	184.0	227.0	264.0	291.0
K09904	20.0	13.0	18.0	56.0	19.0	19.0		39.0	68.0	19.0	76.0	12.0	62.0	11.0	18.0	37.0	68.0	54.0	53.0	23.0	1.0	10.0	24.0	29.0	62.0
K09906	579.0	711.0	118.0	340.0	725.0	220.0	814.0	352.0	485.0	669.0	428.0	137.0	339.0	78.0	242.0	226.0	369.0	474.0	366.0	156.0	9.0	50.0	277.0	513.0	467.0
K09908	2.0		2.0	12.0		2.0		15.0	16.0	4.0		2.0	4.0		7.0		15.0	11.0	3.0	3.0		4.0	7.0	8.0	
K09910	7.0	2.0	41.0	60.0	7.0	13.0		207.0	61.0	8.0	3.0	36.0	32.0	4.0	79.0		150.0	58.0	9.0	33.0	2.0	14.0	30.0	88.0	1.0
K09913	103.0	106.0	17.0	37.0	103.0	29.0	126.0	60.0	84.0	99.0	42.0	15.0	49.0	11.0	38.0	24.0	44.0	71.0	38.0	15.0	4.0	6.0	48.0	91.0	63.0
K09916	87.0	65.0	62.0	205.0	97.0	47.0	2.0	137.0	259.0	96.0	254.0	47.0	238.0	37.0	73.0	129.0	216.0	190.0	197.0	73.0	6.0	23.0	138.0	114.0	224.0
K09918	58.0	48.0	78.0	189.0	72.0	55.0	1.0	249.0	253.0	75.0	225.0	59.0	205.0	33.0	112.0	103.0	277.0	193.0	213.0	98.0	5.0	34.0	110.0	141.0	191.0
K09919	593.0	735.0	277.0	377.0	634.0	431.0	792.0	437.0	511.0	674.0	499.0	323.0	378.0	316.0	396.0	498.0	427.0	540.0	415.0	346.0	277.0	277.0	357.0	545.0	464.0
K09920	128.0	82.0	123.0	338.0	145.0	93.0	1.0	344.0	399.0	137.0	410.0	87.0	380.0	70.0	152.0	218.0	439.0	334.0	333.0	154.0	6.0	57.0	186.0	240.0	425.0
K09923	44.0	50.0	8.0	20.0	44.0	16.0	79.0	45.0	11.0	33.0	7.0	11.0	3.0	1.0	17.0	1.0	24.0	20.0	4.0	9.0		3.0	16.0	37.0	6.0
K09924	335.0	435.0	1.0	13.0	459.0	98.0	554.0	6.0	81.0	313.0	56.0	57.0	1.0	5.0	69.0	17.0	7.0	122.0	20.0	12.0	1.0		92.0	177.0	80.0
K09926	77.0	42.0	60.0	181.0	71.0	64.0		232.0	236.0	81.0	219.0	47.0	213.0	50.0	113.0	108.0	251.0	185.0	199.0	78.0	5.0	30.0	121.0	165.0	226.0
K09928	230.0	248.0	102.0	101.0	236.0	151.0	282.0	85.0	121.0	212.0	163.0	113.0	143.0	103.0	121.0	242.0	99.0	142.0	173.0	135.0	116.0	106.0	134.0	140.0	148.0
K09929	5.0	7.0		1.0		1.0	8.0		1.0	4.0	2.0	2.0	1.0	1.0		1.0		3.0	1.0				2.0	4.0	2.0
K09930	423.0	478.0	202.0	422.0	517.0	242.0	585.0	941.0	523.0	484.0	296.0	204.0	275.0	43.0	479.0	140.0	765.0	534.0	215.0	189.0	26.0	96.0	309.0	679.0	294.0
K09931	9.0	3.0	37.0	8.0	1.0	30.0			1.0	12.0	8.0	35.0	9.0	37.0	17.0	14.0	4.0	5.0	6.0	30.0	40.0	34.0	24.0	5.0	6.0
K09933	12.0	11.0	1.0	1.0	16.0	4.0	30.0	6.0	3.0	14.0		1.0			7.0	1.0	5.0	7.0	1.0				5.0	14.0	2.0
K09937	346.0	421.0	21.0	99.0	360.0	120.0	452.0	14.0	216.0	294.0	179.0	38.0	136.0	28.0	64.0	87.0	68.0	202.0	145.0	48.0	1.0	10.0	110.0	194.0	193.0
K09938	8.0	9.0	12.0	38.0	9.0	5.0		22.0	40.0	9.0	41.0	8.0	43.0	11.0	9.0	15.0	33.0	24.0	24.0	12.0	2.0	6.0	17.0	9.0	32.0
K09939	92.0	66.0	53.0	163.0	80.0	50.0	2.0	13.0	236.0	108.0	305.0	24.0	290.0	58.0	11.0	160.0	127.0	212.0	231.0	85.0	1.0	16.0	91.0	41.0	309.0
K09940	33.0	22.0	23.0	70.0	33.0	21.0	1.0	3.0	92.0	47.0	126.0	6.0	111.0	14.0	5.0	75.0	45.0	65.0	100.0	33.0	1.0	7.0	32.0	14.0	116.0
K09941	43.0	40.0	51.0	150.0	47.0	57.0		223.0	196.0	57.0	157.0	50.0	149.0	27.0	109.0	94.0	229.0	146.0	147.0	66.0	2.0	33.0	85.0	123.0	170.0
K09942	100.0	30.0	364.0	141.0	14.0	307.0	8.0	38.0	26.0	73.0	84.0	386.0	125.0	452.0	234.0	216.0	21.0	37.0	143.0	327.0	443.0	448.0	236.0	44.0	81.0
K09948	9.0	8.0	15.0	38.0	16.0	9.0	1.0	45.0	38.0	18.0	36.0	9.0	38.0	3.0	12.0	26.0	47.0	45.0	29.0	12.0	3.0	4.0	17.0	24.0	52.0
K09950	246.0	167.0	196.0	515.0	225.0	169.0	1.0	370.0	735.0	299.0	773.0	108.0	748.0	167.0	167.0	407.0	565.0	574.0	679.0	216.0	7.0	79.0	318.0	289.0	762.0
K09954	165.0	200.0	32.0	87.0	206.0	74.0	237.0	102.0	123.0	184.0	77.0	36.0	65.0	19.0	82.0	50.0	103.0	130.0	53.0	31.0	7.0	13.0	63.0	163.0	102.0
K09958	161.0	81.0	69.0	300.0	126.0	75.0	3.0	22.0	344.0	167.0	461.0	36.0	415.0	93.0	17.0	244.0	167.0	302.0	380.0	131.0		31.0	154.0	66.0	490.0
K09962	37.0	24.0	13.0	66.0	33.0	22.0	2.0	20.0	86.0	37.0	106.0	11.0	89.0	12.0	14.0	47.0	63.0	88.0	79.0	29.0	1.0	12.0	33.0	32.0	100.0
K09964	12.0	7.0	25.0	40.0	14.0	13.0		57.0	52.0	20.0	40.0	19.0	44.0	11.0	25.0	28.0	49.0	47.0	31.0	25.0		9.0	21.0	35.0	57.0
K09966	71.0	112.0	77.0	248.0	74.0	170.0	2.0	366.0	274.0	107.0	485.0	54.0	350.0	51.0	144.0	760.0	305.0	304.0	535.0	239.0	97.0	72.0	163.0	236.0	375.0
K09975	14.0	1.0	47.0	84.0	5.0	29.0		260.0	89.0	15.0	6.0	38.0	39.0	2.0	111.0		221.0	74.0	15.0	33.0	3.0	16.0	52.0	136.0	1.0
K09978	5.0	2.0	9.0	14.0	1.0	8.0		41.0	14.0	2.0		10.0	4.0		17.0		35.0	16.0	2.0	7.0		2.0	11.0	21.0	1.0
K09980	3.0	2.0	2.0	3.0	2.0	4.0		2.0	4.0	4.0	7.0	1.0	8.0	4.0		2.0	4.0	6.0	5.0	3.0			2.0	1.0	7.0
K09981	2.0		15.0	38.0	1.0	7.0		71.0	25.0	7.0	3.0	17.0	11.0		39.0		62.0	34.0	3.0	10.0	3.0	6.0	25.0	44.0	1.0
K09983	24.0	9.0	94.0	172.0	15.0	57.0	2.0	499.0	164.0	29.0	13.0	73.0	61.0	2.0	209.0	2.0	331.0	161.0	25.0	82.0	12.0	35.0	100.0	234.0	2.0
K09986	60.0	48.0	44.0	136.0	67.0	48.0	2.0	99.0	170.0	70.0	192.0	43.0	158.0	30.0	55.0	93.0	147.0	134.0	166.0	69.0	3.0	19.0	69.0	69.0	216.0
K09989	5.0	1.0	3.0	12.0	2.0	3.0		11.0	9.0	3.0	10.0	3.0	12.0	4.0	3.0	7.0	17.0	11.0	14.0	5.0			6.0	5.0	12.0
K10026	1.0	2.0	1.0	2.0			1.0	1.0	5.0		10.0		1.0		2.0	8.0	3.0	3.0	1.0	4.0		3.0	1.0	1.0	1.0
K10094	20.0	13.0	14.0	31.0	19.0	11.0		1.0	44.0	23.0	56.0	4.0	54.0	11.0	3.0	35.0	20.0	33.0	44.0	12.0		1.0	21.0	6.0	70.0
K10123	32.0	33.0		2.0	31.0	13.0	55.0	1.0	7.0	40.0	3.0	1.0		1.0	2.0	3.0		14.0	3.0				8.0	26.0	7.0
K10804	26.0	34.0		3.0	26.0	5.0	40.0		7.0	29.0		6.0			5.0	3.0		9.0	2.0	2.0			5.0	16.0	2.0
K10925	6.0	5.0	6.0	13.0	6.0	3.0		3.0	21.0	6.0	22.0	4.0	20.0	3.0	1.0	14.0	8.0	8.0	12.0	7.0		4.0	12.0	4.0	18.0
K10926	2.0	2.0	9.0	16.0	4.0	1.0		23.0	21.0	1.0	10.0		13.0	3.0	18.0	2.0	18.0	22.0	9.0	5.0	3.0	2.0	9.0	18.0	10.0
K10927	15.0	10.0	14.0	24.0	17.0	3.0		23.0	41.0	18.0	58.0	8.0	62.0	9.0	15.0	25.0	37.0	28.0	35.0	12.0	2.0	3.0	16.0	18.0	42.0
K11065	10.0	6.0	12.0	35.0	6.0	5.0		30.0	24.0	13.0	28.0	4.0	21.0	6.0	20.0	15.0	43.0	25.0	17.0	13.0	2.0	5.0	18.0	21.0	29.0
K11107	14.0	4.0	6.0	24.0	5.0	12.0		21.0	26.0	9.0	26.0		22.0	8.0	9.0	18.0	26.0	27.0	24.0	13.0	2.0	1.0	14.0	15.0	31.0
K11145	13.0	9.0	41.0	19.0	2.0	40.0	1.0	14.0	3.0	8.0	25.0	38.0	28.0	60.0	41.0	74.0	5.0	10.0	46.0	63.0	80.0	44.0	30.0	11.0	23.0
K11258	3.0		1.0	6.0	2.0	2.0		31.0	7.0	3.0	1.0	5.0	3.0		5.0		28.0	6.0		3.0	1.0		7.0	12.0	
K11312	3.0	3.0	34.0	14.0	3.0	20.0		1.0		8.0	4.0	36.0	8.0	36.0	16.0		1.0	1.0	2.0	22.0	44.0	37.0	21.0	1.0	1.0
K11477	169.0	172.0	100.0	243.0	187.0	104.0	153.0	375.0	295.0	170.0	228.0	86.0	251.0	45.0	184.0	111.0	360.0	306.0	197.0	125.0	6.0	51.0	174.0	282.0	258.0
K11719	1.0	1.0		2.0		1.0			1.0	2.0	1.0		2.0			1.0	1.0		1.0	1.0					1.0
K11749	648.0	707.0	240.0	415.0	746.0	356.0	800.0	459.0	560.0	602.0	491.0	253.0	454.0	199.0	349.0	436.0	490.0	576.0	451.0	316.0	162.0	211.0	397.0	585.0	520.0
K11811	21.0	25.0	14.0	39.0	28.0	17.0	1.0	1.0	60.0	33.0	77.0	7.0	88.0	9.0	2.0	40.0	30.0	42.0	67.0	20.0		3.0	24.0	8.0	84.0
K12152	2.0		7.0	23.0	2.0	5.0		41.0	16.0			5.0	5.0	1.0	25.0	1.0	40.0	22.0	4.0	9.0		1.0	9.0	23.0	
K12262	8.0	4.0	15.0	19.0	16.0	7.0	4.0	51.0	20.0	5.0	4.0	8.0	2.0		21.0	1.0	43.0	15.0	2.0	4.0		4.0	10.0	29.0	1.0
K12281	12.0	1.0	6.0	29.0	10.0	12.0		27.0	43.0	17.0	31.0	6.0	24.0	4.0	11.0	19.0	44.0	22.0	30.0	13.0	2.0	3.0	20.0	16.0	33.0
K12285	10.0	4.0	12.0	22.0	4.0	7.0	1.0	30.0	21.0	9.0	20.0	6.0	25.0	4.0	14.0	8.0	27.0	18.0	10.0	13.0	1.0	7.0	8.0	11.0	23.0
K12286	7.0	2.0	10.0	10.0	1.0	6.0		27.0	16.0	3.0	5.0	13.0	9.0	1.0	25.0	4.0	31.0	16.0	9.0	3.0	2.0	5.0	8.0	25.0	5.0
K12373	8.0	3.0	9.0	34.0	6.0	6.0		54.0	18.0	6.0	12.0	12.0	18.0	2.0	28.0	4.0	58.0	28.0	8.0	14.0	1.0	2.0	14.0	34.0	8.0
K12976	151.0	167.0	7.0	34.0	164.0	47.0	204.0	1.0	71.0	149.0	62.0	17.0	46.0	6.0	28.0	37.0	15.0	73.0	58.0	12.0		3.0	35.0	71.0	82.0
K13256	542.0	725.0	3.0	20.0	686.0	162.0	944.0	13.0	146.0	578.0	74.0	76.0	3.0	14.0	119.0	36.0	7.0	173.0	33.0	18.0	4.0	5.0	155.0	348.0	114.0
K13282	8.0	1.0	29.0	29.0	7.0	17.0		49.0	13.0	5.0	1.0	40.0	10.0	27.0	27.0	1.0	40.0	9.0	12.0	26.0	26.0	28.0	27.0	38.0	
K13288	1047.0	1202.0	188.0	532.0	1164.0	352.0	1451.0	570.0	801.0	995.0	634.0	224.0	566.0	117.0	443.0	347.0	668.0	794.0	472.0	206.0	21.0	87.0	469.0	782.0	668.0
K13292	902.0	1079.0	426.0	611.0	1026.0	575.0	1138.0	654.0	682.0	916.0	725.0	468.0	647.0	410.0	527.0	734.0	612.0	720.0	712.0	463.0	412.0	430.0	571.0	870.0	753.0
K13639	4.0		5.0	8.0	3.0	4.0		1.0	11.0	6.0	20.0	2.0	18.0	1.0		5.0	3.0	6.0	17.0	8.0		2.0	5.0	1.0	14.0
K13993	68.0	82.0	8.0	6.0	74.0	25.0	107.0	1.0	11.0	60.0	4.0	19.0	1.0	16.0	21.0	5.0	2.0	25.0	5.0	11.0	9.0	10.0	19.0	39.0	19.0
K14054	42.0	59.0			47.0	11.0	84.0	1.0	12.0	38.0	3.0	9.0		1.0	8.0	5.0		12.0	2.0	4.0			10.0	20.0	12.0
K14058	6.0	3.0	2.0	13.0	2.0	5.0			15.0	2.0	10.0	1.0	11.0			5.0	6.0	8.0	8.0	1.0			3.0	1.0	7.0
K14518	4.0	15.0	24.0	29.0	1.0	36.0		23.0	14.0	7.0	56.0	18.0	40.0	30.0	22.0	163.0	5.0	23.0	92.0	50.0	47.0	33.0	28.0	21.0	38.0
K14683	2.0	1.0	1.0	4.0	8.0			1.0	5.0	2.0	3.0	3.0	9.0	1.0	1.0	1.0	4.0	4.0	7.0	1.0		2.0	2.0		14.0
K14742	91.0	106.0	15.0	38.0	90.0	25.0	114.0	65.0	76.0	97.0	61.0	22.0	48.0	9.0	51.0	35.0	46.0	75.0	48.0	24.0		6.0	46.0	86.0	58.0
K14761	14.0	31.0	79.0	136.0	15.0	76.0	1.0	378.0	127.0	29.0	115.0	51.0	109.0	1.0	152.0	291.0	255.0	144.0	166.0	126.0	45.0	39.0	82.0	212.0	74.0
K14998	4.0		1.0	4.0	1.0				4.0	2.0	5.0		6.0	1.0			2.0	4.0	6.0				3.0	1.0	5.0
K15034	10.0	15.0			12.0	3.0	12.0	1.0	4.0	10.0	3.0	1.0	5.0		3.0	6.0	2.0	5.0	2.0	2.0			3.0	9.0	4.0
K15257	16.0	13.0	8.0	25.0	14.0	9.0	7.0	35.0	31.0	15.0	17.0	5.0	22.0	4.0	20.0	13.0	41.0	28.0	10.0	11.0	2.0	3.0	14.0	18.0	21.0
K15383	3.0	62.0	11.0	35.0	4.0	78.0	1.0	66.0	35.0	12.0	241.0		127.0	2.0	29.0	635.0	7.0	80.0	351.0	126.0	71.0	43.0	43.0	82.0	160.0
K15532	10.0	6.0	10.0	9.0	6.0	5.0			26.0	6.0	23.0	1.0	28.0	3.0		15.0	11.0	14.0	19.0	5.0		1.0	11.0	1.0	42.0
K15539	124.0	105.0	104.0	117.0	98.0	118.0	99.0	72.0	128.0	104.0	116.0	127.0	123.0	141.0	112.0	57.0	105.0	94.0	110.0	97.0	123.0	133.0	101.0	79.0	126.0
K15633	778.0	996.0	372.0	285.0	962.0	505.0	1220.0	591.0	392.0	780.0	386.0	433.0	246.0	339.0	496.0	761.0	417.0	559.0	473.0	432.0	434.0	342.0	483.0	712.0	310.0
K15723	20.0	16.0	16.0	37.0	24.0	10.0		50.0	51.0	17.0	58.0	16.0	36.0	7.0	29.0	19.0	57.0	42.0	36.0	28.0		7.0	24.0	30.0	47.0
K15724	4.0	5.0			3.0	2.0	3.0		1.0	2.0	1.0							1.0						1.0	2.0
K15777	4.0			2.0		1.0			5.0	1.0	5.0					4.0	3.0	1.0	3.0	3.0			1.0		
K15918	4.0		4.0	4.0	3.0	2.0		2.0	3.0	7.0	7.0	3.0	9.0	6.0	6.0	4.0	6.0	2.0	12.0	2.0	2.0	3.0	4.0	1.0	10.0
K15977	15.0	6.0	18.0	44.0	10.0	31.0	1.0	58.0	40.0	14.0	26.0	27.0	28.0	22.0	31.0	13.0	53.0	40.0	22.0	23.0	15.0	33.0	24.0	36.0	27.0
K15984	199.0	257.0	54.0	115.0	253.0	64.0	293.0	141.0	159.0	220.0	113.0	65.0	105.0	24.0	74.0	68.0	135.0	180.0	93.0	42.0	4.0	13.0	98.0	155.0	146.0
K16348	2.0	4.0	3.0	6.0	4.0	3.0		1.0	9.0	9.0	12.0		13.0	2.0	1.0	6.0	5.0	8.0	8.0	2.0		1.0	2.0		11.0
K16915	6.0		18.0	13.0	1.0	13.0	1.0			4.0		27.0	3.0	19.0	7.0		2.0	1.0	1.0	17.0	23.0	21.0	15.0		2.0
K17103	64.0	72.0	4.0	28.0	84.0	17.0	93.0	3.0	36.0	67.0	28.0	13.0	39.0	4.0	9.0	25.0	19.0	37.0	37.0	11.0		6.0	33.0	32.0	39.0
K17223	11.0	22.0			21.0	4.0	32.0		5.0	19.0	2.0	3.0			3.0			1.0					1.0	6.0	2.0
K17226	4.0	13.0			5.0	2.0	9.0		2.0	6.0													2.0	4.0	
K17227	19.0	28.0		2.0	25.0	3.0	42.0	1.0	8.0	29.0	4.0	1.0			4.0	3.0		13.0	3.0	1.0			8.0	16.0	6.0
K17230	20.0	23.0	1.0	3.0	23.0	6.0	22.0	14.0	8.0	16.0	3.0	7.0	3.0		11.0	2.0	7.0	12.0	2.0	1.0	1.0	1.0	3.0	17.0	2.0
K17231	9.0	1.0	4.0	9.0	4.0	2.0		5.0	11.0	4.0	21.0	1.0	13.0	2.0	4.0	8.0	7.0	6.0	11.0	4.0		3.0	1.0	4.0	16.0
K17247	34.0	17.0	40.0	109.0	44.0	33.0		128.0	121.0	47.0	105.0	36.0	114.0	21.0	67.0	76.0	132.0	111.0	94.0	45.0	9.0	21.0	72.0	76.0	111.0
K17290	2.0	1.0		1.0	2.0			1.0	2.0		1.0				1.0	3.0	2.0		1.0	2.0			3.0		6.0
K17836	1.0		5.0	1.0		6.0			1.0	2.0	2.0	13.0		4.0	2.0		1.0		2.0	7.0	13.0	7.0	4.0		1.0
K17892	24.0	8.0	116.0	49.0	6.0	99.0	3.0	2.0	1.0	26.0	9.0	106.0	18.0	134.0	83.0	5.0	7.0	4.0	14.0	97.0	142.0	133.0	64.0	9.0	8.0
K18588	350.0	452.0	51.0	135.0	423.0	112.0	516.0	134.0	224.0	363.0	179.0	77.0	168.0	30.0	127.0	116.0	174.0	252.0	144.0	79.0	4.0	34.0	126.0	262.0	201.0
K18640	1.0		2.0									1.0													
K18672	4.0	7.0	39.0	21.0		30.0		19.0	8.0	14.0	28.0	20.0	32.0	31.0	19.0	97.0	4.0	16.0	57.0	40.0	40.0	44.0	32.0	17.0	27.0
K18678	1.0		6.0	4.0	1.0	1.0						7.0	3.0	5.0	2.0			1.0		3.0	8.0	3.0	2.0	1.0	
K18831	57.0	45.0	18.0	109.0	53.0	23.0		5.0	142.0	54.0	201.0	19.0	178.0	23.0	9.0	96.0	71.0	100.0	165.0	45.0		10.0	47.0	18.0	194.0
K18918	3.0	1.0	2.0	6.0	5.0	3.0			8.0	5.0	10.0		10.0	1.0		4.0	4.0	6.0	5.0	2.0		1.0	1.0		7.0
K18979	71.0	102.0	22.0	24.0	83.0	48.0	98.0	7.0	49.0	85.0	57.0	24.0	39.0	21.0	19.0	30.0	26.0	56.0	48.0	19.0	28.0	27.0	39.0	46.0	69.0
K19000	329.0	420.0	86.0	232.0	422.0	133.0	414.0	218.0	339.0	339.0	310.0	86.0	229.0	57.0	145.0	171.0	272.0	320.0	239.0	110.0	1.0	43.0	160.0	293.0	286.0
K19032	3.0	15.0	34.0	17.0	3.0	45.0		17.0	7.0	9.0	60.0	30.0	38.0	47.0	27.0	153.0	11.0	13.0	72.0	67.0	57.0	40.0	28.0	18.0	35.0
K19092	22.0	8.0	13.0	29.0	15.0	14.0	1.0		47.0	21.0	62.0	22.0	49.0	23.0	8.0	24.0	33.0	53.0	67.0	16.0	8.0	13.0	29.0	8.0	60.0
K19147	8.0	3.0	2.0	12.0	6.0	5.0		2.0	24.0	5.0	22.0	2.0	22.0	3.0	1.0	16.0	9.0	15.0	22.0	7.0		2.0	6.0		18.0
K19163	65.0	39.0	24.0	110.0	53.0	33.0	1.0	3.0	164.0	81.0	194.0	14.0	161.0	40.0	6.0	89.0	67.0	100.0	170.0	37.0		10.0	48.0	22.0	204.0
K19164	161.0	124.0	57.0	248.0	134.0	86.0	3.0	15.0	400.0	148.0	460.0	50.0	421.0	102.0	14.0	259.0	213.0	267.0	375.0	95.0		35.0	128.0	62.0	496.0
K19170	1.0																			1.0		3.0	2.0		
